==60546== NVPROF is profiling process 60546, command: python train.py --img 416 --batch 4 --epochs 20 --data bccd.yaml --weights yolov3-tiny.pt
Using torch 1.7.0 CUDA:0 (Tesla P40, 22919MB)
Namespace(adam=False, batch_size=4, bucket='', cache_images=False, cfg='', data='./data/bccd.yaml', device='', epochs=20, evolve=False, exist_ok=False, global_rank=-1, hyp='data/hyp.scratch.yaml', image_weights=False, img_size=[416, 416], local_rank=-1, log_imgs=16, multi_scale=False, name='exp', noautoanchor=False, nosave=False, notest=False, project='runs/train', rect=False, resume=False, save_dir='runs/train/exp29', single_cls=False, sync_bn=False, total_batch_size=4, weights='yolov3-tiny.pt', workers=8, world_size=1)
Start Tensorboard with "tensorboard --logdir runs/train", view at http://localhost:6006/
Hyperparameters {'lr0': 0.01, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.0}
Overriding model.yaml nc=80 with nc=3
                 from  n    params  module                                  arguments                     
  0                -1  1       464  models.common.Conv                      [3, 16, 3, 1]                 
  1                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  2                -1  1      4672  models.common.Conv                      [16, 32, 3, 1]                
  3                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  4                -1  1     18560  models.common.Conv                      [32, 64, 3, 1]                
  5                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  6                -1  1     73984  models.common.Conv                      [64, 128, 3, 1]               
  7                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  8                -1  1    295424  models.common.Conv                      [128, 256, 3, 1]              
  9                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
 10                -1  1   1180672  models.common.Conv                      [256, 512, 3, 1]              
 11                -1  1         0  torch.nn.modules.padding.ZeroPad2d      [[0, 1, 0, 1]]                
 12                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 1, 0]                     
 13                -1  1   4720640  models.common.Conv                      [512, 1024, 3, 1]             
 14                -1  1    262656  models.common.Conv                      [1024, 256, 1, 1]             
 15                -1  1   1180672  models.common.Conv                      [256, 512, 3, 1]              
 16                -2  1     33024  models.common.Conv                      [256, 128, 1, 1]              
 17                -1  1         0  torch.nn.modules.upsampling.Upsample    [None, 2, 'nearest']          
 18           [-1, 8]  1         0  models.common.Concat                    [1]                           
 19                -1  1    885248  models.common.Conv                      [384, 256, 3, 1]              
 20          [19, 15]  1     18480  models.yolo.Detect                      [3, [[10, 14, 23, 27, 37, 58], [81, 82, 135, 169, 344, 319]], [256, 512]]
Model Summary: 59 layers, 8674496 parameters, 8674496 gradients
Transferred 68/72 items from yolov3-tiny.pt
Optimizer groups: 13 .bias, 13 conv.weight, 11 other
Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [00:00<?, ?it/s]
Scanning 'BCCD/labels/valid.cache' for images and labels... 73 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 73/73 [00:00<?, ?it/s][A
Scanning 'BCCD/labels/valid.cache' for images and labels... 73 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 73/73 [00:00<?, ?it/s]
Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [00:01<?, ?it/s]
Image sizes 416 train, 416 test
Using 4 dataloader workers
Logging results to runs/train/exp29
Starting training for 20 epochs...
     Epoch   gpu_mem       box       obj       cls     total   targets  img_size
  0%|          | 0/64 [00:00<?, ?it/s]
      0/19    0.587G     0.115    0.2764   0.03565     0.427        73       416:   0%|          | 0/64 [00:00<?, ?it/s]
      6/19     0.56G   0.06213    0.3871   0.01424    0.4635        59       416:  59%|█████▉    | 38/64 [00:05<00:03,  6.81it/s]
      6/19     0.56G   0.06189    0.3854   0.01417    0.4614        61       416:  59%|█████▉    | 38/64 [00:05<00:03,  6.81it/s]
      6/19     0.56G   0.06189    0.3854   0.01417    0.4614        61       416:  61%|██████    | 39/64 [00:05<00:03,  6.85it/s]
      6/19     0.56G   0.06205    0.3854   0.01418    0.4617        88       416:  61%|██████    | 39/64 [00:05<00:03,  6.85it/s]
      6/19     0.56G   0.06205    0.3854   0.01418    0.4617        88       416:  62%|██████▎   | 40/64 [00:05<00:03,  6.96it/s]
      6/19     0.56G   0.06218    0.3849   0.01413    0.4612        83       416:  62%|██████▎   | 40/64 [00:05<00:03,  6.96it/s]
      6/19     0.56G   0.06218    0.3849   0.01413    0.4612        83       416:  64%|██████▍   | 41/64 [00:05<00:03,  6.95it/s]
      6/19     0.56G   0.06263    0.3895   0.01418    0.4663       133       416:  64%|██████▍   | 41/64 [00:06<00:03,  6.95it/s]
      6/19     0.56G   0.06263    0.3895   0.01418    0.4663       133       416:  66%|██████▌   | 42/64 [00:06<00:03,  6.96it/s]
      6/19     0.56G   0.06292    0.3913   0.01408    0.4683       115       416:  66%|██████▌   | 42/64 [00:06<00:03,  6.96it/s]
      6/19     0.56G   0.06292    0.3913   0.01408    0.4683       115       416:  67%|██████▋   | 43/64 [00:06<00:02,  7.02it/s]
      6/19     0.56G   0.06302    0.3925   0.01401    0.4696       107       416:  67%|██████▋   | 43/64 [00:06<00:02,  7.02it/s]
      6/19     0.56G   0.06302    0.3925   0.01401    0.4696       107       416:  69%|██████▉   | 44/64 [00:06<00:03,  6.37it/s]
      6/19     0.56G   0.06301    0.3931   0.01398    0.4701        93       416:  69%|██████▉   | 44/64 [00:06<00:03,  6.37it/s]
      6/19     0.56G   0.06301    0.3931   0.01398    0.4701        93       416:  70%|███████   | 45/64 [00:06<00:02,  6.78it/s]
      6/19     0.56G   0.06283    0.3933   0.01396    0.4701        91       416:  70%|███████   | 45/64 [00:06<00:02,  6.78it/s]
      6/19     0.56G   0.06283    0.3933   0.01396    0.4701        91       416:  72%|███████▏  | 46/64 [00:06<00:02,  6.89it/s]
      6/19     0.56G    0.0627    0.3922   0.01389    0.4688        72       416:  72%|███████▏  | 46/64 [00:06<00:02,  6.89it/s]
      6/19     0.56G    0.0627    0.3922   0.01389    0.4688        72       416:  73%|███████▎  | 47/64 [00:06<00:02,  6.89it/s]
      6/19     0.56G    0.0627    0.3931   0.01387    0.4696       101       416:  73%|███████▎  | 47/64 [00:07<00:02,  6.89it/s]
      6/19     0.56G    0.0627    0.3931   0.01387    0.4696       101       416:  75%|███████▌  | 48/64 [00:07<00:02,  6.94it/s]
      6/19     0.56G   0.06252    0.3908   0.01388    0.4672        63       416:  75%|███████▌  | 48/64 [00:07<00:02,  6.94it/s]
      6/19     0.56G   0.06252    0.3908   0.01388    0.4672        63       416:  77%|███████▋  | 49/64 [00:07<00:02,  6.99it/s]
      6/19     0.56G   0.06251    0.3919    0.0139    0.4684        99       416:  77%|███████▋  | 49/64 [00:07<00:02,  6.99it/s]
      6/19     0.56G   0.06251    0.3919    0.0139    0.4684        99       416:  78%|███████▊  | 50/64 [00:07<00:02,  6.68it/s]
      6/19     0.56G   0.06241    0.3911   0.01385    0.4674        80       416:  78%|███████▊  | 50/64 [00:07<00:02,  6.68it/s]
      6/19     0.56G   0.06241    0.3911   0.01385    0.4674        80       416:  80%|███████▉  | 51/64 [00:07<00:01,  6.82it/s]
      6/19     0.56G   0.06229    0.3905   0.01386    0.4666        80       416:  80%|███████▉  | 51/64 [00:07<00:01,  6.82it/s]
      6/19     0.56G   0.06229    0.3905   0.01386    0.4666        80       416:  81%|████████▏ | 52/64 [00:07<00:01,  6.81it/s]
      6/19     0.56G   0.06215      0.39   0.01381     0.466        80       416:  81%|████████▏ | 52/64 [00:07<00:01,  6.81it/s]
      6/19     0.56G   0.06215      0.39   0.01381     0.466        80       416:  83%|████████▎ | 53/64 [00:07<00:01,  6.83it/s]
      6/19     0.56G   0.06214     0.391   0.01375    0.4669        98       416:  83%|████████▎ | 53/64 [00:07<00:01,  6.83it/s]
      6/19     0.56G   0.06214     0.391   0.01375    0.4669        98       416:  84%|████████▍ | 54/64 [00:07<00:01,  6.94it/s]
      6/19     0.56G   0.06209    0.3919   0.01374    0.4677       103       416:  84%|████████▍ | 54/64 [00:08<00:01,  6.94it/s]
      6/19     0.56G   0.06209    0.3919   0.01374    0.4677       103       416:  86%|████████▌ | 55/64 [00:08<00:01,  7.00it/s]
      6/19     0.56G   0.06203    0.3918   0.01374    0.4676        88       416:  86%|████████▌ | 55/64 [00:08<00:01,  7.00it/s]
      6/19     0.56G   0.06203    0.3918   0.01374    0.4676        88       416:  88%|████████▊ | 56/64 [00:08<00:01,  6.91it/s]
      6/19     0.56G   0.06188     0.389   0.01372    0.4646        46       416:  88%|████████▊ | 56/64 [00:08<00:01,  6.91it/s]
      6/19     0.56G   0.06188     0.389   0.01372    0.4646        46       416:  89%|████████▉ | 57/64 [00:08<00:01,  6.50it/s]
      6/19     0.56G   0.06205    0.3881   0.01365    0.4638        88       416:  89%|████████▉ | 57/64 [00:08<00:01,  6.50it/s]
      6/19     0.56G   0.06205    0.3881   0.01365    0.4638        88       416:  91%|█████████ | 58/64 [00:08<00:00,  6.82it/s]
      6/19     0.56G   0.06226    0.3873   0.01367    0.4632        82       416:  91%|█████████ | 58/64 [00:08<00:00,  6.82it/s]
      6/19     0.56G   0.06226    0.3873   0.01367    0.4632        82       416:  92%|█████████▏| 59/64 [00:08<00:00,  6.98it/s]
      6/19     0.56G   0.06256    0.3867   0.01362    0.4629        89       416:  92%|█████████▏| 59/64 [00:08<00:00,  6.98it/s]
      6/19     0.56G   0.06256    0.3867   0.01362    0.4629        89       416:  94%|█████████▍| 60/64 [00:08<00:00,  6.96it/s]
      6/19     0.56G   0.06258    0.3846   0.01361    0.4608        55       416:  94%|█████████▍| 60/64 [00:08<00:00,  6.96it/s]
      6/19     0.56G   0.06258    0.3846   0.01361    0.4608        55       416:  95%|█████████▌| 61/64 [00:08<00:00,  6.98it/s]
      6/19     0.56G   0.06264    0.3827   0.01364     0.459        58       416:  95%|█████████▌| 61/64 [00:09<00:00,  6.98it/s]
      6/19     0.56G   0.06264    0.3827   0.01364     0.459        58       416:  97%|█████████▋| 62/64 [00:09<00:00,  6.98it/s]
      6/19     0.56G   0.06269    0.3812   0.01361    0.4575        65       416:  97%|█████████▋| 62/64 [00:09<00:00,  6.98it/s]
      6/19     0.56G   0.06269    0.3812   0.01361    0.4575        65       416:  98%|█████████▊| 63/64 [00:09<00:00,  7.02it/s]
      6/19     0.56G   0.06298    0.3824   0.01361     0.459        91       416:  98%|█████████▊| 63/64 [00:09<00:00,  7.02it/s]
      6/19     0.56G   0.06298    0.3824   0.01361     0.459        91       416: 100%|██████████| 64/64 [00:09<00:00,  6.99it/s]
      6/19     0.56G   0.06298    0.3824   0.01361     0.459        91       416: 100%|██████████| 64/64 [00:09<00:00,  6.85it/s]

               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:   0%|          | 0/19 [00:00<?, ?it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:   5%|▌         | 1/19 [00:00<00:03,  5.20it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  11%|█         | 2/19 [00:00<00:03,  5.22it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  16%|█▌        | 3/19 [00:00<00:02,  5.59it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  21%|██        | 4/19 [00:00<00:02,  5.41it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  26%|██▋       | 5/19 [00:00<00:02,  5.52it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  32%|███▏      | 6/19 [00:01<00:02,  5.49it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  37%|███▋      | 7/19 [00:01<00:02,  5.35it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  42%|████▏     | 8/19 [00:01<00:02,  5.47it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  47%|████▋     | 9/19 [00:01<00:01,  5.40it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  53%|█████▎    | 10/19 [00:01<00:01,  5.58it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  58%|█████▊    | 11/19 [00:01<00:01,  5.67it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  63%|██████▎   | 12/19 [00:02<00:01,  5.61it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  68%|██████▊   | 13/19 [00:02<00:01,  5.24it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  74%|███████▎  | 14/19 [00:02<00:00,  5.28it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  79%|███████▉  | 15/19 [00:02<00:00,  5.55it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  84%|████████▍ | 16/19 [00:02<00:00,  5.70it/s]
Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [01:31<?, ?it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  89%|████████▉ | 17/19 [00:03<00:00,  5.57it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  95%|█████████▍| 18/19 [00:03<00:00,  6.04it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95: 100%|██████████| 19/19 [00:03<00:00,  5.79it/s]

     Epoch   gpu_mem       box       obj       cls     total   targets  img_size

  0%|          | 0/64 [00:00<?, ?it/s]
      7/19     0.56G   0.07355    0.4692   0.01281    0.5556       106       416:   0%|          | 0/64 [00:00<?, ?it/s]
      7/19     0.56G   0.07355    0.4692   0.01281    0.5556       106       416:   2%|▏         | 1/64 [00:00<00:10,  5.96it/s]
      7/19     0.56G   0.07191    0.3989   0.01128    0.4821        68       416:   2%|▏         | 1/64 [00:00<00:10,  5.96it/s]
      7/19     0.56G   0.07191    0.3989   0.01128    0.4821        68       416:   3%|▎         | 2/64 [00:00<00:09,  6.34it/s]
      7/19     0.56G   0.07695    0.4334   0.01185    0.5222       125       416:   3%|▎         | 2/64 [00:00<00:09,  6.34it/s]
      7/19     0.56G   0.07695    0.4334   0.01185    0.5222       125       416:   5%|▍         | 3/64 [00:00<00:09,  6.53it/s]
      7/19     0.56G   0.07755    0.4087   0.01166    0.4979        85       416:   5%|▍         | 3/64 [00:00<00:09,  6.53it/s]
      7/19     0.56G   0.07755    0.4087   0.01166    0.4979        85       416:   6%|▋         | 4/64 [00:00<00:08,  6.67it/s]
      7/19     0.56G   0.07769    0.4295   0.01149    0.5187       114       416:   6%|▋         | 4/64 [00:00<00:08,  6.67it/s]
      7/19     0.56G   0.07769    0.4295   0.01149    0.5187       114       416:   8%|▊         | 5/64 [00:00<00:08,  6.58it/s]
      7/19     0.56G   0.07824    0.4293   0.01169    0.5192       106       416:   8%|▊         | 5/64 [00:00<00:08,  6.58it/s]
      7/19     0.56G   0.07824    0.4293   0.01169    0.5192       106       416:   9%|▉         | 6/64 [00:00<00:08,  6.85it/s]
      7/19     0.56G   0.07962    0.4279   0.01169    0.5192       101       416:   9%|▉         | 6/64 [00:01<00:08,  6.85it/s]
      7/19     0.56G   0.07962    0.4279   0.01169    0.5192       101       416:  11%|█         | 7/64 [00:01<00:08,  6.93it/s]
      7/19     0.56G   0.08002    0.4444   0.01172    0.5362       127       416:  11%|█         | 7/64 [00:01<00:08,  6.93it/s]
      7/19     0.56G   0.08002    0.4444   0.01172    0.5362       127       416:  12%|█▎        | 8/64 [00:01<00:08,  7.00it/s]
      7/19     0.56G   0.08041    0.4534   0.01187    0.5457       117       416:  12%|█▎        | 8/64 [00:01<00:08,  7.00it/s]
      7/19     0.56G   0.08041    0.4534   0.01187    0.5457       117       416:  14%|█▍        | 9/64 [00:01<00:08,  6.41it/s]
      7/19     0.56G   0.07923    0.4539   0.01172    0.5449       102       416:  14%|█▍        | 9/64 [00:01<00:08,  6.41it/s]
      7/19     0.56G   0.07923    0.4539   0.01172    0.5449       102       416:  16%|█▌        | 10/64 [00:01<00:08,  6.70it/s]
      7/19     0.56G   0.07831     0.447    0.0119    0.5372        91       416:  16%|█▌        | 10/64 [00:01<00:08,  6.70it/s]
      7/19     0.56G   0.07831     0.447    0.0119    0.5372        91       416:  17%|█▋        | 11/64 [00:01<00:07,  6.73it/s]
      7/19     0.56G    0.0778     0.457   0.01189    0.5467       133       416:  17%|█▋        | 11/64 [00:01<00:07,  6.73it/s]
      7/19     0.56G    0.0778     0.457   0.01189    0.5467       133       416:  19%|█▉        | 12/64 [00:01<00:07,  6.88it/s]
      7/19     0.56G   0.07622     0.443   0.01254    0.5318        49       416:  19%|█▉        | 12/64 [00:01<00:07,  6.88it/s]
      7/19     0.56G   0.07622     0.443   0.01254    0.5318        49       416:  20%|██        | 13/64 [00:01<00:07,  6.74it/s]
      7/19     0.56G   0.07512    0.4341   0.01244    0.5216        64       416:  20%|██        | 13/64 [00:02<00:07,  6.74it/s]
      7/19     0.56G   0.07512    0.4341   0.01244    0.5216        64       416:  22%|██▏       | 14/64 [00:02<00:07,  6.61it/s]
      7/19     0.56G   0.07504    0.4465   0.01241     0.534       155       416:  22%|██▏       | 14/64 [00:02<00:07,  6.61it/s]
      7/19     0.56G   0.07504    0.4465   0.01241     0.534       155       416:  23%|██▎       | 15/64 [00:02<00:07,  6.74it/s]
      7/19     0.56G   0.07429    0.4376   0.01257    0.5244        59       416:  23%|██▎       | 15/64 [00:02<00:07,  6.74it/s]
      7/19     0.56G   0.07429    0.4376   0.01257    0.5244        59       416:  25%|██▌       | 16/64 [00:02<00:07,  6.46it/s]
      7/19     0.56G   0.07347    0.4325   0.01241    0.5184        75       416:  25%|██▌       | 16/64 [00:02<00:07,  6.46it/s]
      7/19     0.56G   0.07347    0.4325   0.01241    0.5184        75       416:  27%|██▋       | 17/64 [00:02<00:07,  6.04it/s]
      7/19     0.56G   0.07308    0.4376   0.01246    0.5232       118       416:  27%|██▋       | 17/64 [00:02<00:07,  6.04it/s]
      7/19     0.56G   0.07308    0.4376   0.01246    0.5232       118       416:  28%|██▊       | 18/64 [00:02<00:07,  6.44it/s]
      7/19     0.56G    0.0725    0.4378   0.01241    0.5227        99       416:  28%|██▊       | 18/64 [00:02<00:07,  6.44it/s]
      7/19     0.56G    0.0725    0.4378   0.01241    0.5227        99       416:  30%|██▉       | 19/64 [00:02<00:06,  6.53it/s]
      7/19     0.56G   0.07191    0.4361   0.01241    0.5204       100       416:  30%|██▉       | 19/64 [00:02<00:06,  6.53it/s]
      7/19     0.56G   0.07191    0.4361   0.01241    0.5204       100       416:  31%|███▏      | 20/64 [00:02<00:06,  6.72it/s]
      7/19     0.56G    0.0718    0.4386    0.0124    0.5228       115       416:  31%|███▏      | 20/64 [00:03<00:06,  6.72it/s]
      7/19     0.56G    0.0718    0.4386    0.0124    0.5228       115       416:  33%|███▎      | 21/64 [00:03<00:06,  6.80it/s]
      7/19     0.56G   0.07138    0.4366   0.01237    0.5203        93       416:  33%|███▎      | 21/64 [00:03<00:06,  6.80it/s]
      7/19     0.56G   0.07138    0.4366   0.01237    0.5203        93       416:  34%|███▍      | 22/64 [00:03<00:06,  6.87it/s]
      7/19     0.56G   0.07105    0.4291   0.01254    0.5127        55       416:  34%|███▍      | 22/64 [00:03<00:06,  6.87it/s]
      7/19     0.56G   0.07105    0.4291   0.01254    0.5127        55       416:  36%|███▌      | 23/64 [00:03<00:05,  6.86it/s]
      7/19     0.56G   0.07097    0.4212   0.01272    0.5049        51       416:  36%|███▌      | 23/64 [00:03<00:05,  6.86it/s]
      7/19     0.56G   0.07097    0.4212   0.01272    0.5049        51       416:  38%|███▊      | 24/64 [00:03<00:05,  6.86it/s]
      7/19     0.56G   0.07086    0.4165   0.01262       0.5        60       416:  38%|███▊      | 24/64 [00:03<00:05,  6.86it/s]
      7/19     0.56G   0.07086    0.4165   0.01262       0.5        60       416:  39%|███▉      | 25/64 [00:03<00:06,  6.34it/s]
      7/19     0.56G   0.07003    0.4131   0.01248    0.4956        79       416:  39%|███▉      | 25/64 [00:03<00:06,  6.34it/s]
      7/19     0.56G   0.07003    0.4131   0.01248    0.4956        79       416:  41%|████      | 26/64 [00:03<00:05,  6.65it/s]
      7/19     0.56G   0.06919    0.4085   0.01238    0.4901        62       416:  41%|████      | 26/64 [00:04<00:05,  6.65it/s]
      7/19     0.56G   0.06919    0.4085   0.01238    0.4901        62       416:  42%|████▏     | 27/64 [00:04<00:05,  6.95it/s]
      7/19     0.56G   0.06884    0.4064   0.01243    0.4877        81       416:  42%|████▏     | 27/64 [00:04<00:05,  6.95it/s]
      7/19     0.56G   0.06884    0.4064   0.01243    0.4877        81       416:  44%|████▍     | 28/64 [00:04<00:05,  6.69it/s]
      7/19     0.56G   0.06813    0.4013   0.01234    0.4817        53       416:  44%|████▍     | 28/64 [00:04<00:05,  6.69it/s]
      7/19     0.56G   0.06813    0.4013   0.01234    0.4817        53       416:  45%|████▌     | 29/64 [00:04<00:05,  6.88it/s]
      7/19     0.56G   0.06759    0.3994   0.01236    0.4793        74       416:  45%|████▌     | 29/64 [00:04<00:05,  6.88it/s]
      7/19     0.56G   0.06759    0.3994   0.01236    0.4793        74       416:  47%|████▋     | 30/64 [00:04<00:04,  6.97it/s]
      7/19     0.56G   0.06725    0.3985   0.01231    0.4781        78       416:  47%|████▋     | 30/64 [00:04<00:04,  6.97it/s]
      7/19     0.56G   0.06725    0.3985   0.01231    0.4781        78       416:  48%|████▊     | 31/64 [00:04<00:04,  6.97it/s]
